cell_id,state_1,state_2,time,condition,fate_label,batch,donor,replicate
control_cell_000632,-0.71625113,-0.031651486,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000633,-0.6089284,0.0062285378,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000634,-0.6793584,-0.065461606,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000635,-0.81507766,-0.03530516,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000636,-0.8189471,0.044027608,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000637,-0.61236084,0.034902357,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000638,-0.66410273,-0.062249906,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000639,-0.5297448,-0.02813435,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000640,-0.6157176,-0.19348915,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000641,-0.6753911,0.044701684,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000642,-0.6330966,-0.051422685,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000643,-0.72647834,0.09015545,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000644,-0.6848374,0.08080509,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000645,-0.72650605,0.11062978,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000646,-0.6533515,-0.011689123,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000647,-0.82506067,0.0075456123,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000648,-0.81644183,-0.03167344,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000649,-0.5614163,0.030085567,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000650,-0.7448863,-0.054819424,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000651,-0.7225538,0.02889583,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000652,-0.5707221,0.08419384,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000653,-0.6412968,-0.10653158,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000654,-0.7854155,-0.018045362,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000655,-0.63748574,0.0849215,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000656,-0.73747337,-0.08567256,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000657,-0.71864796,0.032794848,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000658,-0.6714406,-0.11336071,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000659,-0.48931208,-0.0023153387,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000660,-0.64703107,0.03196198,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000661,-0.6120228,0.046103135,0.25,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000662,-0.75804317,0.102202415,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000663,-0.7452284,0.022662943,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000664,-0.6523145,-0.06472794,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000665,-0.8369112,0.04324876,0.25,control,progenitor,batch_A,donor_4,replicate_3
control_cell_000666,-0.5081713,0.11116482,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000667,-0.6983632,0.00070762454,0.25,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000668,-0.70526063,0.0027342173,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000669,-0.6884239,-0.00960682,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000670,-0.5673912,0.09676166,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000671,-0.63958496,0.13752873,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000672,-0.7731763,-0.05514762,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000673,-0.52176666,-0.053469975,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000674,-0.6053843,0.09299704,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000675,-0.56515706,0.098345995,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000676,-0.626515,0.0024907882,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000677,-0.73794067,0.01777058,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000678,-0.6377127,-0.050185673,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000679,-0.56052494,-0.021416865,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000680,-0.71245193,0.0385909,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000681,-0.599292,-0.13899375,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000682,-0.5883718,0.12089092,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000683,-0.7073342,0.023345022,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000684,-0.5882508,-0.037343133,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000685,-0.6925068,-0.10169993,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000686,-0.53024846,0.031498,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000687,-0.7544545,0.112675905,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000688,-0.8809144,0.06382874,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000689,-0.57527107,0.0059821433,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000690,-0.7305376,0.13420555,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000691,-0.6928331,-0.03546959,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000692,-0.725356,0.0008197347,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000693,-0.6777562,0.020768907,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000694,-0.5104442,0.02689986,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000695,-0.6747474,0.003476002,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000696,-0.72114426,-0.07581491,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000697,-0.66976637,-0.11965282,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000698,-0.6684603,-0.07465804,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000699,-0.7731283,0.12228487,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000700,-0.74617654,0.012127188,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000701,-0.7154515,0.0023231658,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000702,-0.69776756,-0.16308884,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000703,-0.58803505,-0.0064885723,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000704,-0.7165618,-0.04482618,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000705,-0.85819185,0.032570384,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000706,-0.63624954,-0.015970547,0.25,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000707,-0.79494035,-0.08217845,0.25,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000708,-0.70678663,-0.035829313,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000709,-0.72548753,-0.17491251,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000710,-0.6921111,-0.010978136,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000711,-0.61888623,-0.1243768,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000712,-0.72496825,-0.09090423,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000713,-0.53605705,0.070052445,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000714,-0.8539932,-0.12110093,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000715,-0.7082124,-0.022667455,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000716,-0.55001557,0.014591137,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000717,-0.57530224,-0.08603358,0.25,control,progenitor,batch_B,donor_4,replicate_2
control_cell_000718,-0.75163096,-0.09295202,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000719,-0.65775394,0.005278664,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000720,-0.7149307,-0.081125535,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000721,-0.5540106,-0.0065860543,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000722,-0.81358755,0.114267066,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000723,-0.68859005,0.059713457,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000724,-0.7379401,-0.013187551,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000725,-0.65286505,0.029364282,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000726,-0.6195751,0.013652155,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000727,-0.78901875,-0.015099537,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000728,-0.7973068,-0.004252519,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000729,-0.64754075,0.15263587,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000730,-0.7547756,0.026651403,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000731,-0.7593988,0.008104565,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000732,-0.677239,-0.061491426,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000733,-0.6452868,0.04718802,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000734,-0.4802421,-0.04974688,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000735,-0.72713614,0.07889392,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000736,-0.60683167,-0.05426799,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000737,-0.6367702,0.020615658,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000738,-0.68113136,0.03448436,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000739,-0.65942675,0.0047274665,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000740,-0.7618114,0.034210898,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000741,-0.70339704,0.14076377,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000742,-0.7553632,0.025877204,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000743,-0.78762186,-0.03828228,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000744,-0.7584216,-0.073366605,0.25,control,progenitor,batch_B,donor_4,replicate_2
control_cell_000745,-0.62933576,-0.02099025,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000746,-0.6014075,0.0647294,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000747,-0.65230906,-0.011030575,0.25,control,progenitor,batch_B,donor_4,replicate_2
control_cell_000748,-0.7727636,-0.018894425,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000749,-0.6626809,-0.056332797,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000750,-0.5632596,0.07268694,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000751,-0.7976894,-0.0006181025,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000752,-0.6537206,-0.0885266,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000753,-0.6225332,0.08462678,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000754,-0.731981,-0.05507617,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000755,-0.5478908,0.02877692,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000756,-0.77833647,0.051531866,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000757,-0.73650366,0.025478246,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000758,-0.6959752,0.040096667,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000759,-0.6683295,-0.24584243,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000760,-0.66346645,0.051372238,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000761,-0.6421035,-0.008206876,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000762,-0.64877033,-0.07184142,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000763,-0.5747325,-0.023617337,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000764,-0.6403686,0.040470805,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000765,-0.7144504,0.067881286,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000766,-0.55410606,0.019205721,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000767,-0.6513532,0.09444218,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000768,-0.52654105,0.059408396,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000769,-0.5740132,-0.091214776,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000770,-0.545066,-0.22498776,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000771,-0.61008775,0.14716016,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000772,-0.64669365,-0.043183066,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000773,-0.76044476,-0.14079271,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000774,-0.80298805,-0.071715616,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000775,-0.7737299,-0.2514933,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000776,-0.7612907,-0.037748773,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000777,-0.72621375,0.121561974,0.25,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000778,-0.7268612,0.07047388,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000779,-0.7446082,-0.0047026123,0.25,control,progenitor,batch_A,donor_4,replicate_3
control_cell_000780,-0.7389855,0.013601945,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000781,-0.69667774,-0.07557023,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000782,-0.7136228,0.011639444,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000783,-0.6721381,-0.04968094,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000784,-0.7064664,0.045357652,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000785,-0.572105,0.030564606,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000786,-0.6138647,-0.07516502,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000787,-0.7654093,0.12912911,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000788,-0.7344945,-0.10265183,0.25,control,progenitor,batch_B,donor_4,replicate_2
control_cell_000789,-0.6771386,0.06342777,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000790,-0.63175,0.033774935,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000791,-0.6336395,0.034115795,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000792,-0.7226497,0.08875394,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000793,-0.7502957,-0.004067729,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000794,-0.5874192,-0.025722863,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000795,-0.76239014,0.025988132,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000796,-0.70390767,-0.01248508,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000797,-0.70111966,0.17934702,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000798,-0.6057917,0.065060616,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000799,-0.6815981,-0.0216539,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000800,-0.0029962468,0.019745888,0.5,control,major,batch_C,donor_2,replicate_1
control_cell_000801,0.04881044,0.073796675,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000802,-0.09236685,0.0057300855,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000803,-0.0969768,0.0878783,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000804,0.029679058,0.12546095,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000805,-0.09632135,0.072059795,0.5,control,major,batch_B,donor_2,replicate_3
control_cell_000806,0.19914034,0.11306638,0.5,control,major,batch_B,donor_2,replicate_3
control_cell_000807,-0.09703125,0.0673261,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000808,0.015674565,0.146439,0.5,control,major,batch_C,donor_1,replicate_3
control_cell_000809,-0.006607317,-0.04485352,0.5,control,rare,batch_A,donor_2,replicate_3
control_cell_000810,-0.079402626,0.08253446,0.5,control,major,batch_B,donor_4,replicate_3
control_cell_000811,0.031451274,0.11416444,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000812,0.025623335,0.062214926,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000813,-0.026649982,0.21245854,0.5,control,major,batch_B,donor_1,replicate_3
control_cell_000814,0.107374586,0.12789986,0.5,control,major,batch_C,donor_4,replicate_3
control_cell_000815,0.030277355,0.070236005,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000816,-0.1008899,0.05997895,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000817,0.008112003,0.095629245,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000818,-0.031261675,0.068695836,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000819,0.037814647,0.28007215,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000820,0.015180524,0.13028058,0.5,control,major,batch_C,donor_1,replicate_3
control_cell_000821,-0.13491814,0.03848073,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000822,-0.35112917,0.13119458,0.5,control,major,batch_B,donor_4,replicate_3
control_cell_000823,0.15345316,-0.08239988,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000824,0.075039916,0.07658084,0.5,control,major,batch_C,donor_2,replicate_1
control_cell_000825,-0.1879977,0.11296375,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000826,0.09206718,0.10638369,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000827,-0.14891118,0.13262185,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000828,0.0035351936,0.10874599,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000829,-0.114420265,0.13944301,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000830,-0.013801759,-0.07871137,0.5,control,major,batch_C,donor_4,replicate_3
control_cell_000831,-0.026580973,0.07786352,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000832,0.013499808,0.10758288,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000833,0.01953934,0.05612523,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000834,0.022895595,0.15743528,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000835,-0.007639846,0.10268032,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000836,-0.0148936855,0.025532015,0.5,control,major,batch_B,donor_4,replicate_3
control_cell_000837,0.030891752,0.07953316,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000838,0.030631607,0.09579647,0.5,control,major,batch_B,donor_1,replicate_1
control_cell_000839,0.15163068,0.04689385,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000840,-0.13871379,0.045337506,0.5,control,rare,batch_C,donor_1,replicate_3
control_cell_000841,-0.0716871,0.22217414,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000842,-0.028137533,0.05575066,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000843,0.11498073,0.12998557,0.5,control,major,batch_B,donor_1,replicate_1
control_cell_000844,0.17608824,0.09717051,0.5,control,major,batch_B,donor_3,replicate_1
control_cell_000845,-0.14775969,0.054985065,0.5,control,major,batch_C,donor_1,replicate_3
control_cell_000846,0.0016246405,-0.0023220282,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000847,0.018149842,0.15829782,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000848,-0.2505524,0.10790038,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000849,-0.019309556,0.076639846,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000850,-0.10683655,-0.09533185,0.5,control,major,batch_B,donor_2,replicate_3
control_cell_000851,0.0033904982,-0.10416269,0.5,control,rare,batch_A,donor_1,replicate_3
control_cell_000852,0.09058528,0.123954736,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000853,0.052294616,0.1189304,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000854,-0.010385614,0.10832368,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000855,0.09187962,0.0074819187,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000856,0.019086089,0.009446204,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000857,-0.015059763,0.103016034,0.5,control,major,batch_C,donor_2,replicate_1
control_cell_000858,-0.27269697,0.27017224,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000859,0.045312695,0.029616466,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000860,0.15418959,0.049478233,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000861,0.010601551,0.03830346,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000862,0.13215935,0.06887395,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000863,0.088831276,0.2803514,0.5,control,major,batch_B,donor_1,replicate_3
control_cell_000864,0.025392836,0.086613536,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000865,0.013650167,0.18210709,0.5,control,major,batch_B,donor_4,replicate_3
control_cell_000866,0.1099799,0.16740155,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000867,0.002251993,0.04187061,0.5,control,major,batch_B,donor_3,replicate_3
control_cell_000868,0.089994624,-0.0021934428,0.5,control,major,batch_B,donor_2,replicate_3
control_cell_000869,0.031362433,0.25908545,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000870,0.016428454,0.015223969,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000871,0.032829497,0.03967203,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000872,0.08942675,0.052400194,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000873,-0.011994848,0.032283258,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000874,0.037319425,-0.031481117,0.5,control,rare,batch_A,donor_4,replicate_3
control_cell_000875,-0.033048797,0.099076934,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000876,0.027335271,0.046659905,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000877,0.20226851,0.045976926,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000878,-0.043096952,-0.011480955,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000879,-0.15829325,0.15138286,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000880,-0.022367293,0.07636946,0.5,control,major,batch_A,donor_4,replicate_3
control_cell_000881,0.0383786,0.19239873,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000882,0.11568833,0.12284936,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000883,0.08584074,0.12915799,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000884,-0.11637021,0.009955915,0.5,control,major,batch_C,donor_2,replicate_3
control_cell_000885,0.10521893,0.17320636,0.5,control,major,batch_B,donor_4,replicate_1
control_cell_000886,0.09644324,-0.16023225,0.5,control,rare,batch_A,donor_1,replicate_1
control_cell_000887,-0.1319253,0.054275036,0.5,control,major,batch_C,donor_2,replicate_1
control_cell_000888,0.19582422,0.09147443,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000889,0.0017984237,-0.02507848,0.5,control,major,batch_A,donor_4,replicate_3
control_cell_000890,0.09265781,0.16783683,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000891,-0.028975291,0.07319466,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000892,-0.018783951,0.14356963,0.5,control,major,batch_B,donor_3,replicate_3
control_cell_000893,0.13647522,0.23713584,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000894,-0.01733546,0.12335829,0.5,control,major,batch_C,donor_1,replicate_1
control_cell_000895,0.13391796,0.111974254,0.5,control,major,batch_B,donor_3,replicate_3
control_cell_000896,0.03636255,0.081384555,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000897,-0.019177102,0.081481695,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000898,0.109334335,0.20723255,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000899,0.016269162,0.12322107,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000900,-0.023532195,0.057872985,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000901,0.13658896,0.13957101,0.5,control,rare,batch_C,donor_4,replicate_3
control_cell_000902,-0.09634936,-0.02348497,0.5,control,major,batch_B,donor_4,replicate_1
control_cell_000903,-0.0016075638,-0.04946458,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000904,0.061128657,0.096901126,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000905,-0.118685335,0.13032997,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000906,-0.22229357,0.17524308,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000907,0.034141514,0.060730953,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000908,0.010382586,0.0043378253,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000909,0.099330984,0.0445327,0.5,control,major,batch_C,donor_4,replicate_1
control_cell_000910,-0.11221525,0.20486768,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000911,-0.0053874124,0.22988361,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000912,-0.0067991843,0.08695576,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000913,0.12210426,-0.04227131,0.5,control,rare,batch_C,donor_2,replicate_3
control_cell_000914,0.01410341,0.06128236,0.5,control,major,batch_A,donor_4,replicate_1
control_cell_000915,-0.038515203,0.09174953,0.5,control,major,batch_A,donor_2,replicate_1
control_cell_000916,-0.03966602,-0.09263726,0.5,control,major,batch_C,donor_3,replicate_1
control_cell_000917,0.07377984,0.09671413,0.5,control,major,batch_B,donor_2,replicate_1
control_cell_000918,-0.025115397,-2.2102493e-05,0.5,control,major,batch_A,donor_3,replicate_1
control_cell_000919,-0.1175886,0.09518415,0.5,control,major,batch_A,donor_3,replicate_3
control_cell_000920,-0.004267437,0.14639622,0.5,control,major,batch_C,donor_3,replicate_3
control_cell_000921,0.048538655,-0.16159308,0.5,control,major,batch_B,donor_2,replicate_3
control_cell_000922,0.043619376,-0.0030056254,0.5,control,major,batch_B,donor_3,replicate_1
control_cell_000923,0.032877687,-0.053986043,0.5,control,major,batch_C,donor_4,replicate_3
control_cell_000924,0.056366112,0.13833983,0.5,control,major,batch_C,donor_1,replicate_3
control_cell_000925,0.0037580957,0.007862837,0.5,control,major,batch_A,donor_2,replicate_3
control_cell_000926,-0.07835024,0.1593473,0.5,control,major,batch_A,donor_1,replicate_3
control_cell_000927,-0.120897815,0.16243036,0.5,control,major,batch_B,donor_4,replicate_1
control_cell_000928,-0.013215933,0.06960597,0.5,control,major,batch_A,donor_1,replicate_3
