cell_id,state_1,state_2,time,condition,fate_label
cell_000965,-0.6289184,-0.17100005,0.25,control,progenitor
cell_000966,-0.69560355,0.09103654,0.25,control,progenitor
cell_000967,-0.67630625,-0.039915003,0.25,control,progenitor
cell_000968,-0.6066301,0.077980146,0.25,control,progenitor
cell_000969,-0.5729746,0.06994739,0.25,control,progenitor
cell_000970,-0.59126776,0.058632683,0.25,control,progenitor
cell_000971,-0.6565355,0.00716072,0.25,control,progenitor
cell_000972,-0.69675857,-0.09698946,0.25,control,progenitor
cell_000973,-0.7542027,-0.022561159,0.25,control,progenitor
cell_000974,-0.65846163,0.115265004,0.25,control,progenitor
cell_000975,-0.6811215,0.080278106,0.25,control,progenitor
cell_000976,-0.5914325,-0.018515743,0.25,control,progenitor
cell_000977,-0.63020253,-0.019482244,0.25,control,progenitor
cell_000978,-0.5720069,0.050867468,0.25,control,progenitor
cell_000979,-0.77301645,0.012921972,0.25,control,progenitor
cell_000980,-0.5459288,-0.014498482,0.25,control,progenitor
cell_000981,-0.64196056,0.043670308,0.25,control,progenitor
cell_000982,-0.7607076,0.040856637,0.25,control,progenitor
cell_000983,-0.7892846,-0.050049927,0.25,control,progenitor
cell_000984,-0.5917199,0.028540503,0.25,control,progenitor
cell_000985,-0.702136,0.03571688,0.25,control,progenitor
cell_000986,-0.6825852,0.0010062802,0.25,control,progenitor
cell_000987,-0.6252323,-0.05818942,0.25,control,progenitor
cell_000988,-0.6745509,-0.024981456,0.25,control,progenitor
cell_000989,-0.80462605,-0.07363646,0.25,control,progenitor
cell_000990,-0.55232126,0.030777866,0.25,control,progenitor
cell_000991,-0.7836648,-0.12322835,0.25,control,progenitor
cell_000992,-0.6867509,0.124894924,0.25,control,progenitor
cell_000993,-0.69271845,0.104559965,0.25,control,progenitor
cell_000994,-0.64962333,0.03770004,0.25,control,progenitor
cell_000995,-0.7846354,0.075001836,0.25,control,progenitor
cell_000996,-0.7045723,0.0690474,0.25,control,progenitor
cell_000997,-0.7429114,0.014163948,0.25,control,progenitor
cell_000998,-0.64961755,-0.012322665,0.25,control,progenitor
cell_000999,-0.6454142,-0.021311766,0.25,control,progenitor
cell_001000,-0.72970253,0.12843867,0.25,control,progenitor
cell_001001,-0.5938615,-0.06086918,0.25,control,progenitor
cell_001002,-0.6323022,-0.05941431,0.25,control,progenitor
cell_001003,-0.77255255,0.08270475,0.25,control,progenitor
cell_001004,-0.81410575,0.074148476,0.25,control,progenitor
cell_001005,-0.69799554,-0.016923727,0.25,control,progenitor
cell_001006,-0.64499766,0.046495903,0.25,control,progenitor
cell_001007,-0.7438852,0.05741805,0.25,control,progenitor
cell_001008,-0.66870815,-0.100484386,0.25,control,progenitor
cell_001009,-0.69136775,0.11050232,0.25,control,progenitor
cell_001010,-0.5436502,0.057387877,0.25,control,progenitor
cell_001011,-0.77300525,0.039248552,0.25,control,progenitor
cell_001012,-0.6097089,0.058056638,0.25,control,progenitor
cell_001013,-0.6149814,0.029061045,0.25,control,progenitor
cell_001014,-0.68357074,-0.048669398,0.25,control,progenitor
cell_001015,-0.8296126,0.027171342,0.25,control,progenitor
cell_001016,-0.66289353,0.044606067,0.25,control,progenitor
cell_001017,-0.7847813,0.051601335,0.25,control,progenitor
cell_001018,-0.51341414,0.0062760105,0.25,control,progenitor
cell_001019,-0.682711,0.024720188,0.25,control,progenitor
cell_001020,-0.51519084,-0.08189182,0.25,control,progenitor
cell_001021,-0.6615212,-0.06397259,0.25,control,progenitor
cell_001022,-0.7215381,-0.0039672246,0.25,control,progenitor
cell_001023,-0.56999195,0.14407925,0.25,control,progenitor
cell_001024,-0.6419264,-0.030127577,0.25,control,progenitor
cell_001025,-0.47835866,-0.03420436,0.25,control,progenitor
cell_001026,-0.72346866,-0.14199544,0.25,control,progenitor
cell_001027,-0.56609046,0.07745965,0.25,control,progenitor
cell_001028,-0.48435333,-0.111161865,0.25,control,progenitor
cell_001029,-0.5611241,0.0056108413,0.25,control,progenitor
cell_001030,-0.6132898,-0.13182217,0.25,control,progenitor
cell_001031,-0.5603312,0.06292134,0.25,control,progenitor
cell_001032,-0.68089056,0.051609013,0.25,control,progenitor
cell_001033,-0.7390174,-0.046355207,0.25,control,progenitor
cell_001034,-0.71485335,-0.14821823,0.25,control,progenitor
cell_001035,-0.6088371,0.09532749,0.25,control,progenitor
cell_001036,-0.7338853,0.027856242,0.25,control,progenitor
cell_001037,-0.69902104,0.026261916,0.25,control,progenitor
cell_001038,-0.72798395,-0.07067401,0.25,control,progenitor
cell_001039,-0.5936118,-0.005109647,0.25,control,progenitor
cell_001040,-0.51600903,0.0037047972,0.25,control,progenitor
cell_001041,-0.751864,0.09815527,0.25,control,progenitor
cell_001042,-0.6273138,0.05814983,0.25,control,progenitor
cell_001043,-0.5825297,-0.052223705,0.25,control,progenitor
cell_001044,-0.68795806,-0.013715986,0.25,control,progenitor
cell_001045,-0.7810375,-0.021087212,0.25,control,progenitor
cell_001046,-0.5708674,0.018987048,0.25,control,progenitor
cell_001047,-0.7854627,-0.12446715,0.25,control,progenitor
cell_001048,-0.5445957,-0.007225521,0.25,control,progenitor
cell_001049,-0.72957057,-0.021919342,0.25,control,progenitor
cell_001050,-0.7959624,0.11384761,0.25,control,progenitor
cell_001051,-0.709222,0.10939212,0.25,control,progenitor
cell_001052,-0.6736456,0.11436256,0.25,control,progenitor
cell_001053,-0.65724224,0.06825861,0.25,control,progenitor
cell_001054,-0.62025034,0.049863286,0.25,control,progenitor
cell_001055,-0.649943,-0.018628057,0.25,control,progenitor
cell_001056,-0.524543,-0.07255496,0.25,control,progenitor
cell_001057,-0.6774332,0.0011908701,0.25,control,progenitor
cell_001058,-0.6455825,-0.034357812,0.25,control,progenitor
cell_001059,-0.6525981,-0.013507407,0.25,control,progenitor
cell_001060,-0.804334,0.0007641829,0.25,control,progenitor
cell_001061,-0.765823,-0.13875087,0.25,control,progenitor
cell_001062,-0.6668279,0.039030667,0.25,control,progenitor
cell_001063,-0.63564193,0.045373656,0.25,control,progenitor
cell_001064,-0.8323849,-0.108881354,0.25,control,progenitor
cell_001065,-0.5198961,-0.0837767,0.25,control,progenitor
cell_001066,-0.6289105,-0.05495501,0.25,control,progenitor
cell_001067,-0.67140394,-0.050660335,0.25,control,progenitor
cell_001068,-0.63285446,0.010941929,0.25,control,progenitor
cell_001069,-0.713641,-0.08401377,0.25,control,progenitor
cell_001070,-0.65635586,-0.097017504,0.25,control,progenitor
cell_001071,-0.6435793,0.21011879,0.25,control,progenitor
cell_001072,-0.5697642,0.05746783,0.25,control,progenitor
cell_001073,-0.68462634,-0.15510021,0.25,control,progenitor
cell_001074,-0.7835607,0.102623425,0.25,control,progenitor
cell_001075,-0.7409583,-0.055940166,0.25,control,progenitor
cell_001076,-0.6910298,-0.0849637,0.25,control,progenitor
cell_001077,-0.77591926,-0.004037926,0.25,control,progenitor
cell_001078,-0.74910015,-0.059281487,0.25,control,progenitor
cell_001079,-0.74027306,0.041788816,0.25,control,progenitor
cell_001080,-0.69634783,-0.014285757,0.25,control,progenitor
cell_001081,-0.6300221,-0.011363168,0.25,control,progenitor
cell_001082,-0.7000381,0.037636027,0.25,control,progenitor
cell_001083,-0.62432194,-0.01176588,0.25,control,progenitor
cell_001084,-0.67132914,-0.06254322,0.25,control,progenitor
cell_001085,-0.7466324,0.0615318,0.25,control,progenitor
cell_001086,-0.6421824,0.036423877,0.25,control,progenitor
cell_001087,-0.65530944,0.0036962621,0.25,control,progenitor
cell_001088,-0.6220648,0.0748087,0.25,control,progenitor
cell_001089,-0.60487956,-0.008062233,0.25,control,progenitor
cell_001090,-0.56681836,0.018276855,0.25,control,progenitor
cell_001091,-0.62718767,0.022567032,0.25,control,progenitor
cell_001092,-0.6580172,-0.05886016,0.25,control,progenitor
cell_001093,-0.6216697,0.22762355,0.25,control,progenitor
cell_001094,-0.7077614,0.005679577,0.25,control,progenitor
cell_001095,-0.7134742,-0.039041594,0.25,control,progenitor
cell_001096,-0.5542218,-0.053837683,0.25,control,progenitor
cell_001097,-0.7157042,-0.12699942,0.25,control,progenitor
cell_001098,-0.7383867,-0.13667199,0.25,control,progenitor
cell_001099,-0.6272334,0.22397578,0.25,control,progenitor
cell_001100,-0.7071121,-0.13334064,0.25,control,progenitor
cell_001101,-0.6057778,-0.058153998,0.25,control,progenitor
cell_001102,-0.57383,-0.022562323,0.25,control,progenitor
cell_001103,-0.72832304,-0.014236605,0.25,control,progenitor
cell_001104,-0.6171556,-0.018193651,0.25,control,progenitor
cell_001105,-0.71751577,-0.015906528,0.25,control,progenitor
cell_001106,-0.7795262,0.03176253,0.25,control,progenitor
cell_001107,-0.8207159,-0.035529718,0.25,control,progenitor
cell_001108,-0.617027,0.024243863,0.25,control,progenitor
cell_001109,-0.6305521,-0.0052036536,0.25,control,progenitor
cell_001110,-0.58419806,0.073975936,0.25,control,progenitor
cell_001111,-0.6420865,0.07420366,0.25,control,progenitor
cell_001112,-0.6177439,-0.03515708,0.25,control,progenitor
cell_001113,-0.7852897,0.03362897,0.25,control,progenitor
cell_001114,-0.63409066,0.08723776,0.25,control,progenitor
cell_001115,-0.75268346,-0.07251448,0.25,control,progenitor
cell_001116,-0.6409857,-0.0056933593,0.25,control,progenitor
cell_001117,-0.82863873,0.030008653,0.25,control,progenitor
cell_001118,-0.8259716,-0.075620525,0.25,control,progenitor
cell_001119,-0.56964326,0.14599033,0.25,control,progenitor
cell_001120,-0.7750303,-0.026351323,0.25,control,progenitor
cell_001121,-0.67436796,0.14249815,0.25,control,progenitor
cell_001122,-0.7172073,-0.03815072,0.25,control,progenitor
cell_001123,-0.55387974,-0.029983133,0.25,control,progenitor
cell_001124,-0.6200016,-0.11817144,0.25,control,progenitor
cell_001125,-0.6914764,-0.13276775,0.25,control,progenitor
cell_001126,-0.76221246,0.06713611,0.25,control,progenitor
cell_001127,-0.6817702,-0.025528459,0.25,control,progenitor
cell_001128,-0.73767775,-0.017652486,0.25,control,progenitor
cell_001129,-0.6536887,0.07863329,0.25,control,progenitor
cell_001130,-0.8877895,-0.0665409,0.25,control,progenitor
cell_001131,-0.6650501,-0.007909049,0.25,control,progenitor
cell_001132,-0.6455077,0.021403223,0.25,control,progenitor
cell_001133,-0.7021672,-0.042148255,0.25,control,progenitor
cell_001134,-0.6974179,0.09189939,0.25,control,progenitor
cell_001135,-0.73633844,-0.005024538,0.25,control,progenitor
cell_001136,-0.6631104,0.12482808,0.25,control,progenitor
cell_001137,-0.70180243,0.07670453,0.25,control,progenitor
cell_001138,-0.5792194,-0.005100341,0.25,control,progenitor
cell_001139,-0.6946353,-0.026324295,0.25,control,progenitor
cell_001140,-0.6982436,0.06833919,0.25,control,progenitor
cell_001141,-0.659297,0.018823177,0.25,control,progenitor
cell_001142,-0.7677957,-0.07739921,0.25,control,progenitor
cell_001143,-0.50630206,-0.014226058,0.25,control,progenitor
cell_001144,-0.73975956,0.11448793,0.25,control,progenitor
cell_001145,-0.6552331,0.046252392,0.25,control,progenitor
cell_001146,-0.68882155,-0.025493847,0.25,control,progenitor
cell_001147,-0.6913447,-0.11061905,0.25,control,progenitor
cell_001148,-0.68481195,0.023682646,0.25,control,progenitor
cell_001149,-0.5297407,0.0068799253,0.25,control,progenitor
cell_001150,-0.86451197,-0.0075188344,0.25,control,progenitor
cell_001151,-0.45861745,0.0693093,0.25,control,progenitor
cell_001152,-0.7426489,0.047288522,0.25,control,progenitor
cell_001153,-0.73713887,-0.108304605,0.25,control,progenitor
cell_001154,-0.70564735,0.0073221154,0.25,control,progenitor
cell_001155,-0.82755023,-0.091932744,0.25,control,progenitor
cell_001156,-0.67695093,-0.032653853,0.25,control,progenitor
cell_001157,-0.64619285,-0.09717347,0.25,control,progenitor
cell_001158,-0.6206487,-0.09470073,0.25,control,progenitor
cell_001159,-0.54635906,-0.13726066,0.25,control,progenitor
cell_001160,-0.76518214,0.033389665,0.25,control,progenitor
cell_001161,-0.5446391,0.025203442,0.25,control,progenitor
cell_001162,-0.63274914,0.0014029521,0.25,control,progenitor
cell_001163,-0.75988966,-0.03921107,0.25,control,progenitor
cell_001164,-0.77473056,-0.1022968,0.25,control,progenitor
cell_001165,-0.64563787,-0.08985424,0.25,control,progenitor
cell_001166,-0.65221345,-0.10414582,0.25,control,progenitor
cell_001167,-0.65406716,-0.039094605,0.25,control,progenitor
cell_001168,-0.56524855,0.025897512,0.25,control,progenitor
cell_001169,-0.5789151,-0.06045174,0.25,control,progenitor
cell_001170,-0.6732863,-0.07848697,0.25,control,progenitor
cell_001171,-0.7108662,-0.020968338,0.25,control,progenitor
cell_001172,-0.73584646,-0.09724023,0.25,control,progenitor
cell_001173,-0.79085916,-0.18717985,0.25,control,progenitor
cell_001174,-0.7622855,0.050199512,0.25,control,progenitor
cell_001175,-0.8056577,-0.109449826,0.25,control,progenitor
cell_001176,-0.5345059,-0.050919686,0.25,control,progenitor
cell_001177,-0.6520941,0.051385373,0.25,control,progenitor
cell_001178,-0.6247757,-0.12178514,0.25,control,progenitor
cell_001179,-0.69626254,-0.12945819,0.25,control,progenitor
cell_001180,-0.48207235,-0.12759002,0.25,control,progenitor
cell_001181,-0.761605,-0.08324807,0.25,control,progenitor
cell_001182,-0.7975106,0.10820752,0.25,control,progenitor
cell_001183,-0.48398194,-0.03805993,0.25,control,progenitor
cell_001184,-0.7834116,-0.17895404,0.25,control,progenitor
cell_001185,-0.69730645,-0.025309233,0.25,control,progenitor
cell_001186,-0.72988147,0.01771002,0.25,control,progenitor
cell_001187,-0.64616394,0.02584666,0.25,control,progenitor
cell_001188,-0.7030678,-0.088129744,0.25,control,progenitor
cell_001189,-0.6245111,0.0010011008,0.25,control,progenitor
cell_001190,-0.6067092,0.06320605,0.25,control,progenitor
cell_001191,-0.79151875,-0.11473778,0.25,control,progenitor
cell_001192,-0.73822105,-0.08450123,0.25,control,progenitor
cell_001193,-0.6173576,0.028104775,0.25,control,progenitor
cell_001194,-0.58984303,0.031718947,0.25,control,progenitor
cell_001195,-0.6610858,0.09597838,0.25,control,progenitor
cell_001196,-0.6401996,0.005448077,0.25,control,progenitor
cell_001197,-0.55934155,0.009214471,0.25,control,progenitor
cell_001198,-0.702125,-0.06702586,0.25,control,progenitor
cell_001199,-0.6215357,0.09896404,0.25,control,progenitor
cell_001200,-0.68182474,0.10463325,0.25,control,progenitor
cell_001201,-0.835379,-0.00443627,0.25,control,progenitor
cell_001202,-0.6809854,-0.05815955,0.25,control,progenitor
cell_001203,-0.4870689,-0.0052954108,0.25,control,progenitor
cell_001204,-0.71039623,0.002076969,0.25,control,progenitor
cell_001205,-0.83800286,-0.060789432,0.25,control,progenitor
cell_001206,-0.5991186,-0.05031563,0.25,control,progenitor
cell_001207,-0.7440878,0.10476205,0.25,control,progenitor
cell_001208,-0.5705574,0.04135924,0.25,control,progenitor
cell_001209,-0.71418715,-0.019157685,0.25,control,progenitor
cell_001210,-0.7421098,-0.07958185,0.25,control,progenitor
cell_001211,-0.7613311,-0.04944435,0.25,control,progenitor
cell_001212,-0.76055545,-0.12509641,0.25,control,progenitor
cell_001213,-0.6602256,0.018767646,0.25,control,progenitor
cell_001214,-0.5417144,-0.05346707,0.25,control,progenitor
cell_001215,-0.65408975,0.025017006,0.25,control,progenitor
cell_001216,-0.6980848,0.059546687,0.25,control,progenitor
cell_001217,-0.61575943,0.026192887,0.25,control,progenitor
cell_001218,-0.69822896,-0.028602408,0.25,control,progenitor
cell_001219,-0.78719807,-0.06447342,0.25,control,progenitor
cell_001220,-0.7275384,-0.08991774,0.25,control,progenitor
cell_001221,-0.64258385,0.09573023,0.25,control,progenitor
cell_001222,-0.7504228,0.022675315,0.25,control,progenitor
cell_001223,-0.7605067,-0.024393775,0.25,control,progenitor
cell_001224,-0.73300415,0.048151653,0.25,control,progenitor
cell_001225,-0.7320808,0.08093283,0.25,control,progenitor
cell_001226,-0.69743544,-0.051968295,0.25,control,progenitor
cell_001227,-0.7780422,0.020256361,0.25,control,progenitor
cell_001228,-0.6061603,0.021865701,0.25,control,progenitor
cell_001229,-0.49867123,0.114383,0.25,control,progenitor
cell_001230,-0.70238,-0.025442194,0.25,control,progenitor
cell_001231,-0.64020205,-0.06704153,0.25,control,progenitor
cell_001232,-0.58447474,0.028928041,0.25,control,progenitor
cell_001233,-0.6572611,0.054956295,0.25,control,progenitor
cell_001234,-0.5399514,0.013676428,0.25,control,progenitor
cell_001235,-0.686821,0.12069757,0.25,control,progenitor
cell_001236,-0.60037374,-0.025678387,0.25,control,progenitor
cell_001237,-0.67736286,0.015630472,0.25,control,progenitor
cell_001238,-0.64883274,-0.10852799,0.25,control,progenitor
cell_001239,-0.80117655,-0.0709912,0.25,control,progenitor
cell_001240,-0.75495684,-0.05150592,0.25,control,progenitor
cell_001241,-0.6270009,-0.0135143325,0.25,control,progenitor
cell_001242,-0.6620662,-0.097944275,0.25,control,progenitor
cell_001243,-0.71470916,0.046980612,0.25,control,progenitor
cell_001244,-0.6301816,-0.057965904,0.25,control,progenitor
cell_001245,-0.6648448,0.17590784,0.25,control,progenitor
cell_001246,-0.6791856,-0.055454955,0.25,control,progenitor
cell_001247,-0.69167876,0.0073741684,0.25,control,progenitor
cell_001248,-0.68987125,-0.002508376,0.25,control,progenitor
cell_001249,-0.79325354,-0.07701044,0.25,control,progenitor
cell_001250,-0.6897246,-0.013221438,0.25,control,progenitor
cell_001251,-0.72307295,-0.014161087,0.25,control,progenitor
cell_001252,-0.67289656,0.071153075,0.25,control,progenitor
cell_001253,-0.6857147,0.031928256,0.25,control,progenitor
cell_001254,-0.7211058,0.045767657,0.25,control,progenitor
cell_001255,-0.6477194,0.06926536,0.25,control,progenitor
cell_001256,-0.62070096,0.04709885,0.25,control,progenitor
cell_001257,-0.6856512,0.019595139,0.25,control,progenitor
cell_001258,-0.5926971,-0.052165966,0.25,control,progenitor
cell_001259,-0.7280504,0.014514511,0.25,control,progenitor
cell_001260,-0.6445554,-0.06592852,0.25,control,progenitor
cell_001261,-0.6837588,-0.0075199017,0.25,control,progenitor
cell_001262,-0.8550002,-0.01756752,0.25,control,progenitor
cell_001263,-0.6903632,-0.0128234355,0.25,control,progenitor
cell_001264,-0.5645046,-0.097263865,0.25,control,progenitor
cell_001265,-0.7437476,-0.20897566,0.25,control,progenitor
cell_001266,-0.71625113,-0.031651486,0.25,control,progenitor
cell_001267,-0.71857595,0.08861419,0.25,control,progenitor
cell_001268,-0.6089284,0.0062285378,0.25,control,progenitor
cell_001269,-0.70742685,0.082095176,0.25,control,progenitor
cell_001270,-0.6793584,-0.065461606,0.25,control,progenitor
cell_001271,-0.81507766,-0.03530516,0.25,control,progenitor
cell_001272,-0.6174063,0.1821231,0.25,control,progenitor
cell_001273,-0.67284894,-0.061228443,0.25,control,progenitor
cell_001274,-0.772575,0.04415639,0.25,control,progenitor
cell_001275,-0.8189471,0.044027608,0.25,control,progenitor
cell_001276,-0.61236084,0.034902357,0.25,control,progenitor
cell_001277,-0.6953507,0.04519525,0.25,control,progenitor
cell_001278,-0.66410273,-0.062249906,0.25,control,progenitor
cell_001279,-0.5297448,-0.02813435,0.25,control,progenitor
cell_001280,-0.6157176,-0.19348915,0.25,control,progenitor
cell_001281,-0.5756601,0.1175011,0.25,control,progenitor
cell_001282,-0.6753911,0.044701684,0.25,control,progenitor
cell_001283,-0.6330966,-0.051422685,0.25,control,progenitor
cell_001284,-0.634008,-0.06469044,0.25,control,progenitor
cell_001285,-0.72647834,0.09015545,0.25,control,progenitor
cell_001286,-0.5998052,-0.05651004,0.25,control,progenitor
cell_001287,-0.7364639,-0.051647726,0.25,control,progenitor
cell_001288,-0.6191666,-0.079998784,0.25,control,progenitor
cell_001289,-0.6492408,0.059747744,0.25,control,progenitor
cell_001290,-0.6848374,0.08080509,0.25,control,progenitor
cell_001291,-0.70212257,-0.017108448,0.25,control,progenitor
cell_001292,-0.7559575,0.08137419,0.25,control,progenitor
cell_001293,-0.73909944,0.027981745,0.25,control,progenitor
cell_001294,-0.68348306,-0.084222645,0.25,control,progenitor
cell_001295,-0.72650605,0.11062978,0.25,control,progenitor
cell_001296,-0.6616452,-0.080732025,0.25,control,progenitor
cell_001297,-0.6533515,-0.011689123,0.25,control,progenitor
cell_001298,-0.40145406,0.022809908,0.25,control,progenitor
cell_001299,-0.70822775,0.113602236,0.25,control,progenitor
cell_001300,-0.82506067,0.0075456123,0.25,control,progenitor
cell_001301,-0.5182235,-0.009295943,0.25,control,progenitor
cell_001302,-0.81644183,-0.03167344,0.25,control,progenitor
cell_001303,-0.5614163,0.030085567,0.25,control,progenitor
cell_001304,-0.7448863,-0.054819424,0.25,control,progenitor
cell_001305,-0.7225538,0.02889583,0.25,control,progenitor
cell_001306,-0.5707221,0.08419384,0.25,control,progenitor
cell_001307,-0.6412968,-0.10653158,0.25,control,progenitor
cell_001308,-0.7840124,0.04266016,0.25,control,progenitor
cell_001309,-0.7854155,-0.018045362,0.25,control,progenitor
cell_001310,-0.6534457,-0.09100752,0.25,control,progenitor
cell_001311,-0.7597188,-0.0075296853,0.25,control,progenitor
cell_001312,-0.63748574,0.0849215,0.25,control,progenitor
cell_001313,-0.6292135,0.0058925278,0.25,control,progenitor
cell_001314,-0.73747337,-0.08567256,0.25,control,progenitor
cell_001315,-0.71864796,0.032794848,0.25,control,progenitor
cell_001316,-0.65084785,-0.16799216,0.25,control,progenitor
cell_001317,-0.74063194,0.0963606,0.25,control,progenitor
cell_001318,-0.6714406,-0.11336071,0.25,control,progenitor
cell_001319,-0.48931208,-0.0023153387,0.25,control,progenitor
cell_001320,-0.64703107,0.03196198,0.25,control,progenitor
cell_001321,-0.7071854,-0.058205895,0.25,control,progenitor
cell_001322,-0.50804377,0.08025647,0.25,control,progenitor
cell_001323,-0.6120228,0.046103135,0.25,control,progenitor
cell_001324,-0.75804317,0.102202415,0.25,control,progenitor
cell_001325,-0.7452284,0.022662943,0.25,control,progenitor
cell_001326,-0.80892897,-0.16326872,0.25,control,progenitor
cell_001327,-0.6523145,-0.06472794,0.25,control,progenitor
cell_001328,-0.8369112,0.04324876,0.25,control,progenitor
cell_001329,-0.5081713,0.11116482,0.25,control,progenitor
cell_001330,-0.6983632,0.00070762454,0.25,control,progenitor
cell_001331,-0.6067613,0.08977024,0.25,control,progenitor
cell_001332,-0.70526063,0.0027342173,0.25,control,progenitor
cell_001333,-0.6537286,0.044310104,0.25,control,progenitor
cell_001334,-0.6884239,-0.00960682,0.25,control,progenitor
cell_001335,-0.5673912,0.09676166,0.25,control,progenitor
cell_001336,-0.63958496,0.13752873,0.25,control,progenitor
cell_001337,-0.70869344,0.12983787,0.25,control,progenitor
cell_001338,-0.6343765,0.2616821,0.25,control,progenitor
cell_001339,-0.7731763,-0.05514762,0.25,control,progenitor
cell_001340,-0.64427394,0.031778723,0.25,control,progenitor
cell_001341,-0.52176666,-0.053469975,0.25,control,progenitor
cell_001342,-0.6053843,0.09299704,0.25,control,progenitor
cell_001343,-0.62140596,-0.07687971,0.25,control,progenitor
cell_001344,-0.56515706,0.098345995,0.25,control,progenitor
cell_001345,-0.629811,0.016347814,0.25,control,progenitor
cell_001346,-0.6596891,-0.0062988633,0.25,control,progenitor
cell_001347,-0.626515,0.0024907882,0.25,control,progenitor
cell_001348,-0.74565977,-0.08388733,0.25,control,progenitor
cell_001349,-0.73794067,0.01777058,0.25,control,progenitor
cell_001350,-0.67993426,0.017227503,0.25,control,progenitor
cell_001351,-0.6377127,-0.050185673,0.25,control,progenitor
cell_001352,-0.56052494,-0.021416865,0.25,control,progenitor
cell_001353,-0.71245193,0.0385909,0.25,control,progenitor
cell_001354,-0.82469857,-0.063242756,0.25,control,progenitor
cell_001355,-0.599292,-0.13899375,0.25,control,progenitor
cell_001356,-0.5883718,0.12089092,0.25,control,progenitor
cell_001357,-0.7073342,0.023345022,0.25,control,progenitor
cell_001358,-0.5882508,-0.037343133,0.25,control,progenitor
cell_001359,-0.60835576,-0.053691905,0.25,control,progenitor
cell_001360,-0.71598595,-0.06394692,0.25,control,progenitor
cell_001361,-0.650366,0.092637524,0.25,control,progenitor
cell_001362,-0.6925068,-0.10169993,0.25,control,progenitor
cell_001363,-0.76439434,0.031567954,0.25,control,progenitor
cell_001364,-0.53024846,0.031498,0.25,control,progenitor
cell_001365,-0.7087295,0.061294716,0.25,control,progenitor
cell_001366,-0.6969377,-0.030262817,0.25,control,progenitor
cell_001367,-0.7544545,0.112675905,0.25,control,progenitor
cell_001368,-0.8809144,0.06382874,0.25,control,progenitor
cell_001369,-0.71487737,-0.032827258,0.25,control,progenitor
cell_001370,-0.54239255,-0.057130486,0.25,control,progenitor
cell_001371,-0.73218334,-0.010431539,0.25,control,progenitor
cell_001372,-0.64467,-0.035348464,0.25,control,progenitor
cell_001373,-0.8036865,-0.06925585,0.25,control,progenitor
cell_001374,-0.57527107,0.0059821433,0.25,control,progenitor
cell_001375,-0.6416908,-0.020913696,0.25,control,progenitor
cell_001376,-0.7305376,0.13420555,0.25,control,progenitor
cell_001377,-0.6928331,-0.03546959,0.25,control,progenitor
cell_001378,-0.5900864,-0.05778883,0.25,control,progenitor
cell_001379,-0.725356,0.0008197347,0.25,control,progenitor
cell_001380,-0.6777562,0.020768907,0.25,control,progenitor
cell_001381,-0.5104442,0.02689986,0.25,control,progenitor
cell_001382,-0.8680221,0.026103916,0.25,control,progenitor
cell_001383,-0.6747474,0.003476002,0.25,control,progenitor
cell_001384,-0.658102,-0.002294263,0.25,control,progenitor
cell_001385,-0.68198675,0.049043536,0.25,control,progenitor
cell_001386,-0.72114426,-0.07581491,0.25,control,progenitor
cell_001387,-0.43587527,-0.057268597,0.25,control,progenitor
cell_001388,-0.66976637,-0.11965282,0.25,control,progenitor
cell_001389,-0.6684603,-0.07465804,0.25,control,progenitor
cell_001390,-0.7131756,0.08360517,0.25,control,progenitor
cell_001391,-0.64001703,0.045472763,0.25,control,progenitor
cell_001392,-0.81947416,0.14695162,0.25,control,progenitor
cell_001393,-0.7731283,0.12228487,0.25,control,progenitor
cell_001394,-0.59605426,0.04618662,0.25,control,progenitor
cell_001395,-0.74617654,0.012127188,0.25,control,progenitor
cell_001396,-0.7154515,0.0023231658,0.25,control,progenitor
cell_001397,-0.69776756,-0.16308884,0.25,control,progenitor
cell_001398,-0.58803505,-0.0064885723,0.25,control,progenitor
cell_001399,-0.7165618,-0.04482618,0.25,control,progenitor
cell_001400,-0.649101,-0.07150051,0.25,control,progenitor
cell_001401,-0.85819185,0.032570384,0.25,control,progenitor
cell_001402,-0.63624954,-0.015970547,0.25,control,progenitor
cell_001403,-0.76961,0.0071148435,0.25,control,progenitor
cell_001404,-0.79494035,-0.08217845,0.25,control,progenitor
cell_001405,-0.7378336,0.06751513,0.25,control,progenitor
cell_001406,-0.70678663,-0.035829313,0.25,control,progenitor
cell_001407,-0.52140236,0.028197,0.25,control,progenitor
cell_001408,-0.6506582,-0.02957606,0.25,control,progenitor
cell_001409,-0.72548753,-0.17491251,0.25,control,progenitor
cell_001410,-0.60027856,0.035864778,0.25,control,progenitor
cell_001411,-0.6921111,-0.010978136,0.25,control,progenitor
cell_001412,-0.61888623,-0.1243768,0.25,control,progenitor
cell_001413,-0.72496825,-0.09090423,0.25,control,progenitor
cell_001414,-0.53605705,0.070052445,0.25,control,progenitor
cell_001415,-0.8539932,-0.12110093,0.25,control,progenitor
cell_001416,-0.68836546,-0.037795216,0.25,control,progenitor
cell_001417,-0.78372836,0.15558098,0.25,control,progenitor
cell_001418,-0.6527746,0.037985306,0.25,control,progenitor
cell_001419,-0.733139,0.05778193,0.25,control,progenitor
cell_001420,-0.7082124,-0.022667455,0.25,control,progenitor
cell_001421,-0.6288976,-0.1303198,0.25,control,progenitor
cell_001422,-0.55001557,0.014591137,0.25,control,progenitor
